comp_name,log2FC,resi6_N6
ENSG00000005020_unmod,0.3872,1.158758521080017
ENSG00000005022_unmod,0.0383,2.463846445083618
ENSG00000005059_unmod,0.1829,0.9989122152328491
ENSG00000005073_unmod,-0.1007,1.1739689111709595
ENSG00000005075_unmod,0.0969,1.1424989700317383
ENSG00000005100_unmod,-0.2748,2.26560378074646
ENSG00000005102_unmod,0.1279,0.7577178478240967
ENSG00000005156_unmod,-0.2259,1.3997997045516968
ENSG00000005175_unmod,-0.4354,0.3430977463722229
ENSG00000005189_unmod,0.7633,0.8625497817993164
ENSG00000005194_unmod,-0.1191,2.0080721378326416
ENSG00000005206_unmod,0.0297,0.33208054304122925
ENSG00000005238_unmod,0.1844,1.5077623128890991
ENSG00000005243_unmod,0.5894,0.466917484998703
ENSG00000005302_unmod,0.6392,0.47040271759033203
ENSG00000005339_unmod,0.2292,1.3393559455871582
ENSG00000005436_unmod,0.2151,2.0406134128570557
ENSG00000005448_unmod,0.1067,0.6742019653320312
ENSG00000005469_unmod,-0.1848,0.6649859547615051
ENSG00000005483_unmod,-0.1899,1.7670648097991943
ENSG00000005486_unmod,0.0388,2.1368298530578613
ENSG00000005700_unmod,0.2571,0.9226627945899963
ENSG00000005801_unmod,-0.3136,2.6867988109588623
ENSG00000005810_unmod,-0.1575,2.7668697834014893
ENSG00000005812_unmod,0.2455,1.3816651105880737
ENSG00000005882_unmod,0.0318,1.2105251550674438
ENSG00000005884_unmod,0.1736,0.7133973240852356
ENSG00000005889_unmod,0.0024,0.9199798107147217
ENSG00000005893_unmod,-0.1181,0.9176133275032043
ENSG00000006007_unmod,-0.1029,1.068387746810913
ENSG00000006015_unmod,-0.1187,1.8473381996154785
ENSG00000006016_unmod,0.6175,1.5740978717803955
ENSG00000006025_unmod,0.2816,0.9318985939025879
ENSG00000006062_unmod,-0.2083,0.1169898733496666
ENSG00000006071_unmod,0.5526,2.3110451698303223
ENSG00000006118_unmod,0.3511,0.9584221243858337
ENSG00000006125_unmod,0.0093,2.438432455062866
ENSG00000006194_unmod,-0.4246,0.4739353656768799
ENSG00000006282_unmod,-0.0436,0.9515772461891174
ENSG00000006283_unmod,0.7493,0.620917558670044
ENSG00000006327_unmod,0.0184,1.4705791473388672
ENSG00000006432_unmod,-0.2512,1.3624467849731445
ENSG00000006451_unmod,0.3363,1.922399640083313
ENSG00000006453_unmod,0.3496,0.26391899585723877
ENSG00000006459_unmod,0.009,3.2955245971679688
ENSG00000006468_unmod,-0.0009,0.3169121742248535
ENSG00000006530_unmod,-0.5226,1.856596827507019
ENSG00000006534_unmod,-0.0486,0.6310931444168091
ENSG00000006576_unmod,0.0131,0.6246507167816162
ENSG00000006607_unmod,-0.0418,2.8443822860717773
ENSG00000006625_unmod,0.4075,1.450850486755371
ENSG00000006634_unmod,0.1272,0.4935128688812256
ENSG00000006638_unmod,0.2781,0.5677281022071838
ENSG00000006652_unmod,-0.1577,2.5683343410491943
ENSG00000006695_unmod,-0.2083,1.1036715507507324
ENSG00000006704_unmod,0.0523,0.4059429466724396
ENSG00000006712_unmod,0.0226,0.8948297500610352
ENSG00000006715_unmod,0.192,0.4451166093349457
ENSG00000006740_unmod,0.021,0.9865842461585999
ENSG00000006744_unmod,-0.0723,0.16340439021587372
ENSG00000006757_unmod,-0.3913,1.7823927402496338
ENSG00000006831_unmod,0.1153,2.6733291149139404
ENSG00000007038_unmod,0.0042,1.185335636138916
ENSG00000007047_unmod,0.5035,0.4217621982097626
ENSG00000007080_unmod,0.3705,0.8937181234359741
ENSG00000007168_unmod,0.1918,2.161454439163208
ENSG00000007202_unmod,-0.1303,1.5618785619735718
ENSG00000007237_unmod,-0.174,1.409059762954712
ENSG00000007341_unmod,-0.1537,2.3750548362731934
ENSG00000007372_unmod,0.4583,1.5733627080917358
ENSG00000007376_unmod,-0.4117,0.7259323000907898
ENSG00000007384_unmod,0.5196,1.3090155124664307
ENSG00000007392_unmod,-0.0266,0.13932247459888458
ENSG00000007520_unmod,-0.0803,1.330678939819336
ENSG00000007541_unmod,0.1096,2.1646058559417725
ENSG00000007545_unmod,0.305,0.7638936638832092
ENSG00000007866_unmod,0.0646,2.0846359729766846
ENSG00000007923_unmod,-0.2484,0.5001117587089539
ENSG00000007944_unmod,0.024,1.3725162744522095
ENSG00000007968_unmod,1.1598,1.0135890245437622
ENSG00000008018_unmod,0.0648,0.25575941801071167
ENSG00000008083_unmod,-0.0818,0.4352920949459076
ENSG00000008086_unmod,0.3407,1.863524317741394
ENSG00000008130_unmod,0.2666,0.7379643321037292
ENSG00000008256_unmod,-0.3412,0.8775603771209717
ENSG00000008277_unmod,0.1158,2.0502195358276367
ENSG00000008282_unmod,-0.1104,1.9541776180267334
ENSG00000008283_unmod,0.1325,1.4770833253860474
ENSG00000008294_unmod,0.2515,0.6222559809684753
ENSG00000008300_unmod,-0.3711,0.4641476273536682
ENSG00000008311_unmod,-0.2239,0.44986215233802795
ENSG00000008324_unmod,0.0448,0.7390249967575073
ENSG00000008394_unmod,-0.2105,1.33225417137146
ENSG00000008405_unmod,0.0531,0.5571326017379761
ENSG00000008441_unmod,-0.0322,1.6027982234954834
ENSG00000008513_unmod,0.101,0.03561012074351311
ENSG00000008517_unmod,0.0697,0.966823935508728
ENSG00000008710_unmod,0.1739,0.9899126887321472
ENSG00000008735_unmod,0.5789,0.8981663584709167
ENSG00000008838_unmod,-0.0497,1.0363357067108154
ENSG00000008853_unmod,-0.0131,1.1875625848770142
ENSG00000008869_unmod,0.2138,1.151512622833252
ENSG00000008952_unmod,-0.3742,0.6188426613807678
ENSG00000008988_unmod,-0.0448,0.9132696986198425
ENSG00000009307_unmod,0.0317,2.0968377590179443
ENSG00000009335_unmod,0.5718,0.6085956692695618
ENSG00000009413_unmod,0.1117,0.7802178859710693
ENSG00000009780_unmod,0.1065,0.9458918571472168
ENSG00000009830_unmod,-0.0295,0.31283262372016907
ENSG00000009844_unmod,-0.3769,1.2066171169281006
ENSG00000009950_unmod,0.1577,0.5473734736442566
ENSG00000009954_unmod,0.2486,3.2690742015838623
ENSG00000010017_unmod,-0.0606,0.5455959439277649
ENSG00000010072_unmod,-0.2006,1.3005470037460327
ENSG00000010165_unmod,0.3199,0.09925277531147003
ENSG00000010219_unmod,-0.0712,0.32748520374298096
ENSG00000010244_unmod,-0.1213,1.4036424160003662
ENSG00000010256_unmod,0.2311,0.32886287569999695
ENSG00000010270_unmod,0.5849,0.4578014016151428
ENSG00000010278_unmod,0.0731,0.8865987658500671
ENSG00000010292_unmod,0.237,0.3316345810890198
ENSG00000010322_unmod,-0.2508,0.4268297553062439
ENSG00000010361_unmod,0.0337,0.16257603466510773
ENSG00000010404_unmod,0.0524,0.5372521877288818
ENSG00000010539_unmod,-0.1233,0.8401944637298584
ENSG00000010704_unmod,0.4009,0.49785658717155457
ENSG00000010803_unmod,0.1769,1.5231776237487793
ENSG00000010810_unmod,-0.6621,0.7453515529632568
ENSG00000010818_unmod,0.2639,0.5749692916870117
ENSG00000011007_unmod,-0.1631,0.9905937314033508
ENSG00000011009_unmod,0.1785,2.131382465362549
ENSG00000011021_unmod,-0.2679,1.05545175075531
ENSG00000011028_unmod,0.3149,1.1397961378097534
ENSG00000011105_unmod,0.1357,1.528415560722351
ENSG00000011114_unmod,-0.0808,0.41209012269973755
ENSG00000011132_unmod,0.0493,2.0294923782348633
ENSG00000011143_unmod,-0.0121,1.0861387252807617
ENSG00000011198_unmod,-0.0892,0.8594110608100891
ENSG00000011201_unmod,0.0251,0.38103172183036804
ENSG00000011243_unmod,-0.0346,0.7137744426727295
ENSG00000011258_unmod,-0.3026,0.7956109046936035
ENSG00000011260_unmod,-0.5534,1.7383291721343994
ENSG00000011275_unmod,-0.0309,0.45545294880867004
ENSG00000011295_unmod,0.1162,0.7857966423034668
ENSG00000011304_unmod,0.0628,1.0378772020339966
ENSG00000011376_unmod,-0.315,1.4636818170547485
ENSG00000011405_unmod,-0.7147,1.6037100553512573
ENSG00000011422_unmod,0.5059,0.7501835823059082
ENSG00000011426_unmod,0.3628,0.36859631538391113
ENSG00000011451_unmod,-0.1236,1.7317771911621094
ENSG00000011454_unmod,-0.0073,1.0967978239059448
ENSG00000011465_unmod,0.1712,1.0788248777389526
ENSG00000011485_unmod,0.0773,1.449164628982544
ENSG00000011523_unmod,-0.4284,0.9049387574195862
ENSG00000011566_unmod,-0.1623,0.5538216233253479
ENSG00000011638_unmod,0.3706,0.9781454801559448
ENSG00000011677_unmod,0.0629,0.8427755832672119
ENSG00000012048_unmod,0.5761,2.237607002258301
ENSG00000012061_unmod,0.261,0.43498218059539795
ENSG00000012171_unmod,-0.0907,1.5999771356582642
ENSG00000012174_unmod,0.1357,0.4227864444255829
ENSG00000012211_unmod,-0.4364,0.6833706498146057
ENSG00000012232_unmod,0.0176,1.422339677810669
ENSG00000012660_unmod,-0.063,2.551588535308838
ENSG00000012822_unmod,0.2335,0.8450123071670532
ENSG00000012963_unmod,0.0535,2.135406017303467
ENSG00000012983_unmod,0.0776,0.3935434818267822
ENSG00000013275_unmod,0.0485,1.259812831878662
ENSG00000013288_unmod,0.0573,0.4681743383407593
ENSG00000013306_unmod,-0.0268,0.8177896738052368
ENSG00000013364_unmod,0.0989,2.048381805419922
ENSG00000013374_unmod,0.1698,0.9355103969573975
ENSG00000013375_unmod,0.3832,0.33236539363861084
ENSG00000013392_unmod,0.3421,0.3782423436641693
ENSG00000013441_unmod,0.1522,0.6605432033538818
ENSG00000013503_unmod,-0.2214,0.52340167760849
ENSG00000013523_unmod,-0.4935,0.8308236598968506
ENSG00000013561_unmod,0.1257,0.7489830255508423
ENSG00000013563_unmod,0.6371,1.1300607919692993
ENSG00000013573_unmod,0.2418,0.720678985118866
ENSG00000013583_unmod,0.3895,2.3797245025634766
ENSG00000013588_unmod,-0.43,0.8382224440574646
ENSG00000013619_unmod,-0.5832,12.552770614624023
ENSG00000013810_unmod,0.3997,1.505780816078186
ENSG00000014123_unmod,0.2279,1.9377634525299072
ENSG00000014138_unmod,0.5256,0.6408373117446899
ENSG00000014164_unmod,0.2171,0.44042471051216125
ENSG00000014216_unmod,0.4356,1.6100038290023804
ENSG00000014641_unmod,-0.0091,0.7452580332756042
ENSG00000014824_unmod,-0.1358,1.3028895854949951
ENSG00000014914_unmod,0.418,1.5525097846984863
ENSG00000014919_unmod,-0.212,0.5039548873901367
ENSG00000015133_unmod,-0.194,0.7621075510978699
ENSG00000015153_unmod,-0.1682,1.8645706176757812
ENSG00000015171_unmod,-0.0658,0.3789190948009491
ENSG00000015475_unmod,-0.2083,1.5554218292236328
ENSG00000015479_unmod,-0.0221,0.5808625817298889
ENSG00000015532_unmod,0.5211,0.35200396180152893
ENSG00000015676_unmod,-0.0899,0.9086714386940002
ENSG00000016082_unmod,-0.3754,0.6452140212059021
ENSG00000016864_unmod,0.0057,0.8165767192840576
ENSG00000017260_unmod,0.0285,0.09163456410169601
ENSG00000017427_unmod,0.6704,0.458926260471344
ENSG00000017483_unmod,-0.1959,0.210270494222641
ENSG00000017797_unmod,2.1131,0.5213374495506287
ENSG00000018189_unmod,0.079,1.1924514770507812
ENSG00000018408_unmod,-0.294,0.31122979521751404
ENSG00000018510_unmod,-0.5675,2.2957680225372314
ENSG00000018610_unmod,-0.0677,0.6550211906433105
ENSG00000018699_unmod,-0.2982,3.146587371826172
ENSG00000019144_unmod,0.247,1.1707221269607544
ENSG00000019186_unmod,0.6764,0.38581275939941406
ENSG00000019485_unmod,-0.2127,0.45845580101013184
ENSG00000019549_unmod,0.1711,0.564095675945282
ENSG00000019995_unmod,-0.1543,0.6217936277389526
ENSG00000020129_unmod,-0.2952,0.9224595427513123
ENSG00000020181_unmod,0.077,0.6334569454193115
ENSG00000020256_unmod,-0.1086,1.1458864212036133
ENSG00000020426_unmod,-0.0287,0.7197940349578857
ENSG00000020577_unmod,-0.388,0.6818372011184692
ENSG00000020633_unmod,0.1311,0.8012000918388367
ENSG00000020922_unmod,-0.2949,0.06981056183576584
ENSG00000021355_unmod,0.7713,0.7363304495811462
ENSG00000021574_unmod,-0.0937,0.20258723199367523
ENSG00000021645_unmod,-0.1028,0.6029502749443054
ENSG00000021762_unmod,0.2046,0.33539438247680664
ENSG00000021776_unmod,-0.1355,0.8271257281303406
ENSG00000021826_unmod,0.0543,0.9893258810043335
ENSG00000022267_unmod,-0.08,2.267192840576172
ENSG00000022277_unmod,-0.0587,0.39604538679122925
ENSG00000022567_unmod,0.4774,0.21941353380680084
ENSG00000022840_unmod,0.0696,1.3574169874191284
ENSG00000022976_unmod,0.0285,0.8109411597251892
ENSG00000023041_unmod,0.2212,1.864587664604187
ENSG00000023171_unmod,0.6779,3.02901029586792
ENSG00000023191_unmod,-0.0272,1.1098830699920654
ENSG00000023228_unmod,-0.0784,1.3097811937332153
ENSG00000023287_unmod,0.0774,0.44049251079559326
ENSG00000023318_unmod,0.0378,0.8570747375488281
ENSG00000023330_unmod,-0.2029,0.6731252074241638
ENSG00000023445_unmod,-0.5212,0.48909997940063477
ENSG00000023516_unmod,-0.1831,0.29797589778900146
ENSG00000023572_unmod,0.1054,0.722164511680603
ENSG00000023608_unmod,-0.085,0.735319972038269
ENSG00000023697_unmod,-0.126,1.168871283531189
ENSG00000023734_unmod,-0.4956,2.481482982635498
ENSG00000023839_unmod,0.2477,0.37396878004074097
ENSG00000023902_unmod,0.0906,1.8215878009796143
ENSG00000023909_unmod,0.118,0.39510101079940796
ENSG00000024048_unmod,-0.0447,0.34544265270233154
ENSG00000024422_unmod,-0.1419,2.4252138137817383
ENSG00000024526_unmod,0.1893,0.8942775130271912
ENSG00000024862_unmod,0.205,1.092284917831421
ENSG00000025156_unmod,0.2152,0.7116260528564453
ENSG00000025293_unmod,0.0536,1.0141832828521729
ENSG00000025434_unmod,0.41,0.43805989623069763
ENSG00000025708_unmod,0.3908,0.889336109161377
ENSG00000025770_unmod,0.4319,0.9781061410903931
ENSG00000025772_unmod,-0.4235,1.885489821434021
ENSG00000025796_unmod,0.0902,28.307218551635742
ENSG00000025800_unmod,0.5366,0.49309244751930237
ENSG00000026025_unmod,0.41,1.438295602798462
ENSG00000026103_unmod,-0.2548,0.2713906168937683
ENSG00000026297_unmod,0.3039,1.0690178871154785
ENSG00000026508_unmod,0.0108,0.8485462069511414
ENSG00000026559_unmod,-0.0053,1.0252125263214111
ENSG00000026652_unmod,-0.0787,0.9645593166351318
ENSG00000026950_unmod,0.0582,0.8585799932479858
ENSG00000027001_unmod,-0.2782,0.5810853838920593
ENSG00000027075_unmod,0.6552,0.49175897240638733
ENSG00000027697_unmod,0.1804,0.6783677935600281
ENSG00000027847_unmod,-0.0658,1.7715914249420166
ENSG00000027869_unmod,0.2837,0.4326615333557129
ENSG00000028116_unmod,0.0599,0.5553621649742126
ENSG00000028137_unmod,1.2237,0.7334896922111511
ENSG00000028203_unmod,0.7526,0.7782198786735535
ENSG00000028310_unmod,0.0226,0.6569371223449707
ENSG00000028528_unmod,0.0182,1.6109075546264648
ENSG00000028839_unmod,-0.204,0.6755887269973755
ENSG00000029153_unmod,0.4522,1.8591009378433228
ENSG00000029363_unmod,0.327,0.35259658098220825
ENSG00000029364_unmod,0.0397,0.7445986866950989
ENSG00000029534_unmod,0.5588,1.1570677757263184
ENSG00000029639_unmod,-0.0575,1.4491801261901855
ENSG00000029725_unmod,0.4581,31.150657653808594
ENSG00000029993_unmod,-0.0664,0.32310497760772705
ENSG00000030066_unmod,0.1277,2.202847719192505
ENSG00000030110_unmod,-0.0289,1.6322565078735352
ENSG00000030419_unmod,0.6425,0.595906138420105
ENSG00000030582_unmod,0.2874,1.267983317375183
ENSG00000031003_unmod,0.3669,0.6868286728858948
ENSG00000031081_unmod,1.3653,1.693980097770691
ENSG00000031691_unmod,-0.2464,1.2000324726104736
ENSG00000031698_unmod,0.0082,0.7535930871963501
ENSG00000031823_unmod,0.1185,2.4312591552734375
ENSG00000032219_unmod,0.0872,0.4457572102546692
ENSG00000032389_unmod,0.0809,1.8730087280273438
ENSG00000032444_unmod,0.0394,1.6411052942276
ENSG00000032742_unmod,-0.0385,2.1793336868286133
ENSG00000033011_unmod,-0.1867,2.244588613510132
ENSG00000033030_unmod,0.0329,0.2234947681427002
ENSG00000033050_unmod,-0.2129,0.4332040846347809
ENSG00000033100_unmod,0.0004,0.5837063193321228
ENSG00000033170_unmod,0.3123,0.3860873579978943
ENSG00000033178_unmod,-0.0776,1.1780508756637573
ENSG00000033327_unmod,0.1599,0.536260187625885
ENSG00000033627_unmod,-0.1735,0.2000369131565094
ENSG00000033800_unmod,-0.3512,2.454545736312866
ENSG00000033867_unmod,0.2604,0.9416373372077942
ENSG00000034152_unmod,-0.0853,0.80821293592453
ENSG00000034510_unmod,0.2663,2.2315516471862793
ENSG00000034533_unmod,0.2193,2.0583910942077637
ENSG00000034677_unmod,0.3555,0.5475568175315857
ENSG00000034693_unmod,0.0732,0.7853122353553772
ENSG00000034713_unmod,-0.0413,2.1632723808288574
ENSG00000035115_unmod,-0.1517,0.5555343627929688
ENSG00000035141_unmod,-0.1782,1.9063389301300049
ENSG00000035403_unmod,0.3556,0.5088697075843811
ENSG00000035499_unmod,-0.2302,2.5547802448272705
ENSG00000035664_unmod,0.528,2.7860233783721924
ENSG00000035681_unmod,-0.4338,0.3081422448158264
ENSG00000035687_unmod,0.114,1.4343957901000977
ENSG00000035862_unmod,-0.0519,0.5472818613052368
ENSG00000035928_unmod,-0.1659,2.981194257736206
ENSG00000036054_unmod,-0.0277,2.1933577060699463
ENSG00000036257_unmod,0.2042,0.7694286704063416
ENSG00000036549_unmod,-0.2766,1.0102874040603638
ENSG00000036672_unmod,0.0651,1.4832873344421387
ENSG00000037042_unmod,0.4053,4.881222248077393
ENSG00000037241_unmod,-0.0304,1.5456866025924683
ENSG00000037474_unmod,-0.0585,1.10457444190979
ENSG00000037637_unmod,-0.1271,1.0781320333480835
ENSG00000037749_unmod,-1.0344,0.5500396490097046
ENSG00000037757_unmod,-0.3341,0.47792625427246094
ENSG00000037897_unmod,-0.2401,0.3999955952167511
ENSG00000038002_unmod,0.1319,0.8100237846374512
ENSG00000038210_unmod,0.3465,2.775761842727661
ENSG00000038219_unmod,0.3486,1.3886268138885498
ENSG00000038274_unmod,0.232,0.35334688425064087
ENSG00000038295_unmod,0.0064,0.36116930842399597
ENSG00000038358_unmod,-0.0281,0.46267274022102356
ENSG00000038382_unmod,-0.2048,1.4658993482589722
ENSG00000038532_unmod,0.1613,5.090022563934326
ENSG00000039123_unmod,0.0871,1.073122501373291
ENSG00000039139_unmod,0.0844,0.4106346070766449
ENSG00000039319_unmod,0.3737,0.38034310936927795
ENSG00000039523_unmod,-0.2156,0.6874449253082275
ENSG00000039560_unmod,0.1086,2.8726580142974854
ENSG00000039650_unmod,0.1079,0.7933728098869324
ENSG00000040199_unmod,0.491,0.4682077169418335
ENSG00000040275_unmod,0.1623,1.3934699296951294
ENSG00000040341_unmod,0.0164,0.4767204523086548
ENSG00000040487_unmod,0.2593,2.0174918174743652
ENSG00000040531_unmod,-0.2134,0.5689441561698914
ENSG00000040633_unmod,0.0258,0.9019166827201843
ENSG00000040933_unmod,-0.077,1.2677979469299316
ENSG00000041353_unmod,0.4995,0.7755593657493591
ENSG00000041357_unmod,0.0033,0.3351006805896759
ENSG00000041515_unmod,-0.2103,0.569900631904602
ENSG00000041802_unmod,-0.4803,0.45032456517219543
ENSG00000041880_unmod,0.2172,1.335352897644043
ENSG00000041982_unmod,0.6983,0.256047785282135
ENSG00000041988_unmod,0.2451,0.5918715000152588
ENSG00000042088_unmod,0.2205,1.7497916221618652
ENSG00000042286_unmod,0.3187,5.30944299697876
ENSG00000042317_unmod,0.5515,1.520043969154358
ENSG00000042429_unmod,-0.09,0.4378249943256378
ENSG00000042445_unmod,-0.0575,0.7775701880455017
ENSG00000042493_unmod,0.4755,2.074187994003296
ENSG00000042753_unmod,0.0536,0.7979825735092163
ENSG00000043093_unmod,0.0151,1.135524034500122
ENSG00000043143_unmod,-0.0698,1.3462862968444824
ENSG00000043355_unmod,-0.3415,2.2369256019592285
ENSG00000043514_unmod,-0.0525,0.43349558115005493
ENSG00000044090_unmod,0.1658,2.1202402114868164
ENSG00000044115_unmod,0.3678,0.6255714893341064
ENSG00000044446_unmod,-0.0575,1.15572988986969
ENSG00000044459_unmod,0.4235,1.042878270149231
ENSG00000044524_unmod,0.3655,1.1016349792480469
ENSG00000044574_unmod,0.6999,2.5139739513397217
ENSG00000046604_unmod,0.026,0.6589619517326355
ENSG00000046647_unmod,0.2532,1.253699779510498
ENSG00000046651_unmod,0.1346,2.5256717205047607
ENSG00000046653_unmod,-0.0268,27.87956428527832
ENSG00000047056_unmod,-0.4206,0.24401775002479553
ENSG00000047188_unmod,-0.0935,0.41396117210388184
ENSG00000047230_unmod,-0.0037,1.4524649381637573
ENSG00000047249_unmod,0.04,2.3809704780578613
ENSG00000047315_unmod,-0.2002,0.5851828455924988
ENSG00000047346_unmod,-0.2768,2.3627398014068604
ENSG00000047365_unmod,0.3583,0.5593088865280151
ENSG00000047410_unmod,0.0628,31.000770568847656
ENSG00000047578_unmod,0.2006,1.4662680625915527
ENSG00000047579_unmod,0.1834,2.229667901992798
ENSG00000047597_unmod,-0.1687,0.355131596326828
ENSG00000047621_unmod,0.2716,1.0683034658432007
ENSG00000047634_unmod,0.594,1.7720516920089722
ENSG00000047644_unmod,0.3384,0.7645712494850159
ENSG00000047849_unmod,0.0608,0.6256090998649597
ENSG00000047932_unmod,0.141,0.451111763715744
ENSG00000047936_unmod,0.2741,0.44441306591033936
ENSG00000048028_unmod,-0.0461,0.6222317218780518
ENSG00000048052_unmod,0.2755,0.8143737316131592
ENSG00000048140_unmod,0.0949,1.8869754076004028
ENSG00000048162_unmod,-0.6266,0.4916115701198578
ENSG00000048342_unmod,-0.5492,0.54189532995224
ENSG00000048392_unmod,0.2045,1.5012189149856567
ENSG00000048405_unmod,-0.2115,2.125230550765991
ENSG00000048471_unmod,0.2616,0.33809155225753784
ENSG00000048544_unmod,-0.0036,0.6336639523506165
ENSG00000048649_unmod,0.1228,2.2901642322540283
ENSG00000048707_unmod,0.0854,1.4136919975280762
ENSG00000048740_unmod,-1.6394,0.5442019104957581
ENSG00000048828_unmod,-0.3313,1.3600798845291138
ENSG00000048991_unmod,-0.213,0.6974933743476868
ENSG00000049130_unmod,0.5689,0.5932878851890564
ENSG00000049167_unmod,-0.6525,0.28084316849708557
ENSG00000049192_unmod,0.2472,0.26825615763664246
ENSG00000049239_unmod,0.239,0.5798271894454956
ENSG00000049245_unmod,-0.173,0.43420276045799255
ENSG00000049246_unmod,0.8576,0.8812494277954102
ENSG00000049249_unmod,0.6593,1.1731981039047241
ENSG00000049323_unmod,0.029,0.6032683849334717
ENSG00000049449_unmod,0.1821,2.0638346672058105
ENSG00000049541_unmod,0.269,0.5258910059928894
ENSG00000049618_unmod,-0.0744,0.5936589241027832
ENSG00000049656_unmod,-0.1293,0.8386867642402649
ENSG00000049759_unmod,-0.0223,2.277689218521118
ENSG00000049860_unmod,0.0232,0.8387065529823303
ENSG00000049883_unmod,-0.4321,0.4337935447692871
ENSG00000050130_unmod,-0.1605,0.5518133640289307
ENSG00000050165_unmod,0.0836,1.8660531044006348
ENSG00000050327_unmod,0.532,0.8296846151351929
ENSG00000050344_unmod,0.1578,1.7668567895889282
ENSG00000050393_unmod,-0.1073,0.5232754945755005
ENSG00000050405_unmod,-0.1358,0.5871815085411072
ENSG00000050426_unmod,-0.1887,0.7496474981307983
ENSG00000050730_unmod,0.7636,1.8430818319320679
ENSG00000050748_unmod,0.0923,1.1782444715499878
ENSG00000050820_unmod,0.45,0.6687729954719543
ENSG00000051009_unmod,0.0495,0.7135279178619385
ENSG00000051108_unmod,0.7408,1.0217536687850952
ENSG00000051128_unmod,0.188,2.4551661014556885
ENSG00000051180_unmod,0.769,0.748527467250824
ENSG00000051341_unmod,0.5096,2.491914749145508
ENSG00000051382_unmod,-2.268,0.0
ENSG00000051523_unmod,0.3602,1.3345979452133179
ENSG00000051596_unmod,0.007,0.605152428150177
ENSG00000051620_unmod,0.2577,1.7596548795700073
ENSG00000051825_unmod,0.0912,0.47694137692451477
ENSG00000052126_unmod,0.2753,0.724083662033081
ENSG00000052723_unmod,-1.0165,0.8046722412109375
ENSG00000052749_unmod,-0.3965,0.7298237681388855
ENSG00000052795_unmod,-0.0741,0.3210674822330475
ENSG00000052802_unmod,0.1539,1.3503793478012085
ENSG00000052841_unmod,-0.5502,1.6123528480529785
ENSG00000053108_unmod,0.1532,0.6950765252113342
ENSG00000053254_unmod,-0.1051,2.6372933387756348
ENSG00000053371_unmod,0.3144,0.7841463685035706
ENSG00000053372_unmod,-0.2382,0.8215740919113159
ENSG00000053501_unmod,0.1549,2.5087244510650635
ENSG00000053747_unmod,0.3908,1.914465308189392
ENSG00000053770_unmod,0.151,1.2385200262069702
